Time,accX,accY,accZ
1.397 sec,655.384,292.434,586.82
1.399 sec,-436.638,-223.138,1460.828
1.402 sec,-531.188,169.458,902.922
1.404 sec,-688.324,-519.598,47.458
1.406 sec,-688.324,-110.654,1060.058
1.409 sec,-358.314,-222.162,613.05
1.411 sec,126.514,-126.758,869.494
1.413 sec,746.152,-122.488,1779.492
1.416 sec,1230.614,86.132,1010.526
1.418 sec,235.46,60.756,1109.59
1.42 sec,-832.528,244.244,1104.588
1.422 sec,-805.444,32.452,922.564
1.424 sec,-201.544,86.254,30.5
1.426 sec,-189.466,-160.064,885.11
1.429 sec,-247.538,120.902,750.788
1.431 sec,-111.996,-35.258,978.928
1.433 sec,148.596,-55.876,1151.558
1.435 sec,981.124,-269.742,1084.946
1.437 sec,1342.976,-281.576,970.998
1.44 sec,-769.454,-81.374,1296.25
1.442 sec,-909.51,-222.65,806.908
1.444 sec,-577.06,43.554,217.892
1.447 sec,-451.644,171.288,743.346
1.449 sec,-761.036,240.95,925.004
1.451 sec,-387.96,250.1,1014.308
1.453 sec,482.388,103.09,940.376
1.455 sec,1147.898,-307.562,1347.368
1.458 sec,1018.09,-242.658,1248.304
1.46 sec,-25.742,-105.53,917.318
1.462 sec,-891.332,-331.84,749.812
1.465 sec,-165.432,-187.392,421.754
1.467 sec,-373.93,-347.212,391.376
1.469 sec,-373.93,18.91,919.392
1.472 sec,-89.06,62.342,897.432
1.474 sec,479.46,194.224,941.352
1.476 sec,1018.09,306.342,1560.258
1.478 sec,1266.97,334.89,1105.686
1.48 sec,3.294,579.988,1268.556
1.482 sec,-1026.508,56.852,871.324
1.485 sec,-480.802,131.028,511.79
1.487 sec,-536.678,-217.648,432.856
1.489 sec,-879.986,-290.36,404.918
1.492 sec,-447.74,-157.868,966.362
1.494 sec,-190.93,60.756,960.506
1.496 sec,845.338,53.314,1341.268
1.498 sec,1118.984,227.286,1415.81
1.5 sec,621.102,201.788,1665.91
1.503 sec,-888.648,298.778,700.524
1.505 sec,-295.362,159.698,768.234
1.507 sec,-201.056,-55.144,258.152
1.509 sec,-400.892,51.484,783.362
