Time,accX,accY,accZ
1.431 sec,-955.748,97.844,349.774
1.434 sec,-1158.39,158.6,1077.016
1.436 sec,-698.694,311.222,25.01
1.438 sec,-33.55,244.854,404.186
1.44 sec,1053.958,-144.936,793.732
1.443 sec,1017.358,-190.93,890.478
1.445 sec,-271.938,-10.37,1785.104
1.448 sec,-806.542,-478.606,1460.95
1.45 sec,-707.478,-478.606,830.332
1.452 sec,94.184,-512.888,620.37
1.455 sec,23.668,-383.202,565.836
1.457 sec,102.114,-305.61,884.988
1.459 sec,451.4,-546.56,1044.93
1.462 sec,1036.634,-562.176,1434.354
1.464 sec,1408.246,-61.854,1270.02
1.466 sec,458.72,351.848,354.166
1.469 sec,-749.568,330.132,635.742
1.471 sec,-1072.624,330.132,522.038
1.473 sec,-812.154,1.342,751.886
1.476 sec,-881.938,97.478,379.42
1.478 sec,-489.22,-82.716,422.12
1.48 sec,784.094,-143.96,875.472
1.482 sec,1441.064,-118.828,1353.468
1.485 sec,439.566,-437.004,1447.896
1.487 sec,-355.386,-69.906,1622.234
1.49 sec,-997.106,635.498,788.852
1.492 sec,-388.936,635.498,540.948
1.494 sec,-282.308,88.938,765.428
1.497 sec,-0.366,179.95,922.076
1.499 sec,263.642,-343.552,279.38
1.501 sec,563.152,-19.642,1360.91
1.503 sec,1306.132,-484.584,1160.586
1.506 sec,1389.702,-366,1110.81
1.508 sec,29.89,37.454,1156.072
1.51 sec,-1050.42,-129.93,649.528
1.513 sec,-920.612,-109.434,689.3
1.515 sec,-728.828,-142.984,752.984
1.518 sec,-711.26,166.774,831.796
1.52 sec,-28.426,-249.978,143.594
1.522 sec,963.678,40.504,798.124
1.525 sec,1159.976,132.736,826.672
1.527 sec,-171.898,64.172,1943.338
1.529 sec,-723.826,113.216,1250.866
1.531 sec,-808.86,-350.872,639.28
1.534 sec,2.684,-193.004,611.952
1.536 sec,-86.864,204.35,494.954
1.538 sec,99.674,353.678,781.288
1.54 sec,283.772,-178.852,446.642
1.543 sec,829.234,269.864,1470.344
1.545 sec,1375.916,-322.324,1477.42
1.548 sec,981.002,-47.702,1142.53
1.55 sec,-366.122,-256.81,1204.018
1.552 sec,-1191.086,-84.79,368.562
1.555 sec,-1088.972,186.66,526.552
1.557 sec,-861.198,218.746,898.408
1.559 sec,-813.618,-14.152,466.894
1.562 sec,735.294,-147.132,124.806
1.564 sec,1124.84,-326.96,709.552
1.566 sec,471.652,44.652,1517.192
